Area,Oxygen,Temperature,Humidity,Wind Speed,Vegetation Density,Proximity to Water,Soil Type,Fire Occurrence
Southeast Asia,48.18061673298563,18.460660025206717,54.82087788826499,19.88822937778151,52.04277622415617,Far,Clayey,1
Central America,28.762003314186952,30.918596466421388,53.33513366439797,8.484725263150516,54.65703889976949,Far,Sandy,0
Southeast United States,48.26957000896302,33.20772972753922,58.65208575430098,15.156682071382946,75.1087385196684,Far,Loamy,1
Southern California,46.36313942890442,30.095738633124846,38.23079919748352,14.464781397413871,40.208277636315486,Far,Clayey,1
Southeast Asia,49.461155423829695,29.624018565046704,33.773594562873015,5.960560425102867,42.75193555550161,Far,Loamy,0
Southern California,31.7648584865353,38.88186834460903,54.50488108054447,9.841712104500822,51.894339232332314,Near,Sandy,1
Mediterranean,38.225975877280504,20.062765636427883,18.00732879637636,19.471731941715888,60.583764598454486,Near,Loamy,1
Southwest United States,28.5712787486089,29.753369674606372,34.58669595581762,8.601512572312437,44.996031833682764,Near,Sandy,0
India,48.74913770971511,36.01347325023561,25.81043788656357,6.422026068485714,72.91450224604372,Near,Clayey,0
Southeast United States,47.06226252984452,36.647385874221186,40.63110146826456,13.509610737781696,63.72327061978983,Far,Clayey,1
Russia,32.30251076980675,20.442854512388394,54.04211076504739,12.432675681842774,71.17114743586745,Near,Loamy,0
Central America,29.886133794496224,29.416472863713494,30.75356753907164,6.863457161236232,40.074206588145124,Near,Clayey,1
Southeast Africa,49.10818481767109,38.0785851543708,57.0697744172402,5.743313865580106,69.00992514813301,Near,Loamy,0
Northeastern United States,36.15116418939965,22.954031648075777,30.461379108251194,13.595990966480493,78.63681795207302,Far,Sandy,1
Africa,47.76329847639961,29.371439512365605,42.58299721908652,17.300502326621377,66.1614577634018,Far,Sandy,1
Southeast Africa,42.375099355831125,31.36939476891258,45.49728184981261,6.2771650842525775,56.01660596461792,Far,Sandy,0
Northeastern United States,53.18191757988109,20.010866453022103,51.71573487301985,15.845655769118855,76.39172503638291,Far,Sandy,0
Southeast United States,31.518995164900662,20.48694740229823,58.79361186106554,9.462908827306341,44.607194437765244,Far,Clayey,1
Southeast Africa,30.780084900345713,38.07067956782791,31.967967615385664,19.00381574877126,79.16598565010169,Near,Loamy,0
Central Africa,29.193293172240104,37.26212045043099,24.799693626573607,18.71947509111859,49.44200327529954,Far,Sandy,0
India,41.651346863429886,39.69590171154465,47.09650908722506,6.042072374669726,55.729398659827815,Far,Sandy,0
Central Africa,54.6030656244788,26.814195730316698,59.555646562556305,8.57272195088415,75.94527190548021,Near,Sandy,0
North Asia,50.64234792521127,23.49504468948428,36.88880835482331,13.348490338485373,72.2291142629509,Near,Loamy,0
South America,45.79149306683587,34.729438250066195,50.218752565358955,11.010048114859389,49.39224236843657,Far,Clayey,0
Central America,42.848157204585085,36.07157063886163,21.627807099019652,10.832273142149992,70.37411260306693,Near,Clayey,1
Mediterranean,40.770100843567064,34.230151352039734,56.388686764245776,9.7871100976972,69.99314891230733,Near,Loamy,1
Northeastern United States,50.37577157364301,28.644537562609504,57.28528729378283,5.4199593824539605,49.995698102069674,Near,Sandy,0
Southeast United States,30.51909390065389,20.472500715701337,55.19640698527838,9.792705748111324,50.944101571865005,Near,Sandy,1
Australia,39.96668227251276,33.932572660702235,18.56343599431689,6.129956947437519,40.09308650971684,Near,Sandy,1
Southeast United States,45.25272771118014,34.3989260188775,42.68416356877351,14.00593011544701,56.31209908955434,Far,Clayey,1
Northeastern United States,45.14214073807651,37.74359793863164,39.72990462692211,14.325135088828432,55.24356618432236,Far,Sandy,0
Southeast Africa,54.27878305394941,35.338344305536026,35.09007567905907,14.945773434795933,60.864866258259056,Near,Loamy,0
India,32.48291674161801,39.28790402180726,47.8597224766339,11.565343013684176,46.41034255008001,Far,Sandy,0
Mediterranean,42.609569618280105,39.7470879227091,43.70434994434041,15.003511505185978,59.165317690048525,Near,Sandy,1
North Asia,34.69486104837292,34.530662866730964,28.35487554303215,6.589364268434851,45.40068329470814,Far,Clayey,0
Southern California,47.22220388525319,18.356687125035744,33.858580173353914,19.17987958973794,62.93621909362618,Far,Sandy,0
Canada,36.242231484640676,29.268573666407363,54.96105524373313,8.706991889134668,73.89066544838184,Near,Sandy,1
Southeast Asia,48.726134927796174,30.430636923589816,49.11814282444702,16.369991625647714,49.3889464173028,Near,Loamy,1
Southeast Asia,52.55136176458071,24.84409469921166,38.31663700668969,8.26161903501623,75.09785371107411,Far,Clayey,1
Southwest United States,34.681795566977584,35.23512648762329,19.699967029748613,5.5633138103007775,61.1909672308131,Near,Loamy,1
Russia,41.9920902482027,37.499425526062126,30.438266378091647,10.129177101632058,52.51161252555826,Near,Clayey,0
Middle East,48.220461255217394,18.69105739880774,45.32492995501745,6.433782251027669,47.14712593244904,Far,Loamy,0
Southeast Africa,43.311154945788374,30.61286349326189,20.63428515325927,17.961749818519106,66.10841754624494,Far,Clayey,0
India,38.18301860315874,33.954589054611176,47.00315677283939,13.303432926179035,58.82684134867529,Near,Sandy,1
Middle East,37.151724774653985,39.43706379119895,55.765007827080524,8.531665133214146,76.93436842871381,Near,Sandy,1
Mediterranean,49.21430985977707,36.174686711175724,43.640689557113475,7.610965225131698,44.57536444697793,Near,Loamy,1
Southeast United States,29.796288982589413,19.125917738938725,55.58392952764799,11.083471609462524,63.66685249796262,Near,Clayey,1
Russia,48.60159254810587,39.622637031397,34.473946234494306,19.420528532594254,74.88102671338643,Near,Sandy,0
Central America,43.932577367303395,26.434318537923154,41.150513400946664,5.720035471450583,71.89381546322258,Far,Sandy,1
Central America,28.815441575813868,32.57047863369537,22.18938512488305,8.646687435395872,46.29715719233596,Near,Loamy,1
Canada,46.67753248892242,22.561544802700972,45.90542168711343,11.735685741770602,44.13039744610871,Far,Clayey,1
Southern California,37.410845240856084,33.369489921763034,23.84411610576047,10.757759346314497,54.42059130498178,Far,Sandy,1
Mediterranean,44.855996535159065,26.48082731568981,54.09962673912037,8.94991785460209,56.17589670157746,Near,Sandy,1
Russia,49.78434111758416,34.107665184709845,45.160497375207385,9.089892221546823,71.52078619548405,Far,Clayey,0
Southern California,36.293150486977126,25.475922002805454,52.508240425117215,11.002331508444406,55.72106371377305,Far,Clayey,0
Southeast United States,34.393721635079125,31.368337315012937,52.47513466146843,19.64428876775288,50.26090030966924,Near,Loamy,0
Australia,28.80494619258571,28.8689594337937,42.921724293017306,19.10485556738952,49.388795312428364,Near,Clayey,1
Southeast United States,54.51670771388575,30.96550944626896,52.650496957040176,12.508446981072328,41.26163803088365,Near,Clayey,1
Central America,45.808884964463765,32.639720802002344,15.634426967855548,7.276395731047983,43.56637698181422,Far,Clayey,0
Central Africa,50.70002388537843,27.895723950846033,47.76819322297087,9.385547810767662,41.17934986433563,Far,Clayey,1
Northeastern United States,38.50446183043448,23.030414636985785,43.44318087150106,6.926737772869521,63.35485849731762,Near,Loamy,1
Central America,38.367626242759144,35.94508347068806,54.72276064630743,14.26076506394826,57.68214632428827,Near,Clayey,0
Africa,43.81185351644609,26.585582194670252,41.76478045053209,14.431548770794146,63.38155105009167,Near,Loamy,1
North Asia,42.13324479493117,31.242463712033604,15.016668024842817,13.813239549720741,74.62383637119989,Near,Clayey,1
South America,46.47651658416825,36.58469489096474,54.59096444303194,13.5241207251675,63.510268912008826,Far,Sandy,1
Middle East,51.241645919037566,29.85809459612208,30.216216630375886,16.667784081048787,47.73059770485089,Near,Clayey,1
North Asia,47.30893033236024,39.13539026699616,43.98018022481837,17.136746049745277,60.27701656964736,Far,Loamy,1
Southeast Africa,40.13723071686489,26.050992047331427,43.85457029101836,11.544986869032435,40.71871558895333,Near,Loamy,0
Middle East,30.58609109683025,23.364150334905094,35.82566053469083,8.560096310641313,47.26059841468476,Near,Clayey,0
Central America,46.93563246098767,30.517033334775952,33.377878465601924,14.733526229082251,72.38086296267694,Far,Sandy,1
South America,41.93831572308084,34.170176413418396,54.97023415599249,19.92672905814681,59.44141383498472,Far,Sandy,0
Russia,43.84767059987259,27.75980224243387,53.74892021934775,5.053170731882066,64.80839502403653,Far,Loamy,0
Pacific Northwest,32.564149611687945,27.50683857132438,22.826343320620158,19.775394568945856,57.37742490108758,Far,Loamy,1
Europe,45.84454286006861,19.25693531553461,33.279526856496744,11.27839798300797,49.34067106675529,Far,Loamy,0
Southeast Asia,51.756072864417156,37.393356394364304,34.62306843929896,8.658589141258393,64.67140875694592,Near,Clayey,0
Southern California,41.402880691821835,18.18617110073103,38.83162571994944,13.529746253134647,77.8716480935799,Near,Loamy,1
Mediterranean,52.558609868137765,37.58606930146904,56.67926897507653,14.190818529837937,73.92401447169487,Near,Sandy,0
Europe,37.81309914440088,34.81094972604806,49.55517892485615,10.609149247896976,44.75521363728794,Near,Loamy,1
Southwest United States,49.46480751083769,38.647378523178446,59.25229987984476,19.686369151437578,61.00963759674821,Far,Loamy,0
Central Africa,38.58139288527745,37.188938320194794,56.79294647856145,16.101314933667123,46.85587632450081,Near,Loamy,1
Amazon Rainforest,54.21217156977032,27.36986668921649,54.731849661735716,18.090463221171724,63.302441356958376,Far,Sandy,1
Southwest United States,38.9715981494151,21.615912836067046,30.961927611193133,8.019818244731418,72.54865071425343,Near,Clayey,0
Northeastern United States,45.50154895290432,38.35756001051123,28.67411168830994,14.42186224160673,40.28376333270303,Far,Loamy,0
Amazon Rainforest,51.77513449841634,25.18485876938538,40.77207528361828,17.326595975652676,70.7208522809266,Far,Sandy,0
Africa,30.57395273558157,35.97542348701637,31.074173060946237,6.985741559666834,57.04447135273445,Near,Loamy,1
Middle East,29.138697576500654,36.79743876018044,36.55026258554542,6.132846200695535,58.02801164791569,Far,Loamy,0
Southeast United States,32.66604867300747,29.7765309010762,32.273428394342844,5.314194298092887,40.60055462760719,Far,Sandy,0
Australia,28.845274171621742,32.91050623529067,47.71218050831923,14.01972349566165,50.54849776086016,Near,Loamy,0
Southern California,34.15106917619198,38.117754088990516,22.68922114428333,6.447112265821591,57.603270927275545,Far,Loamy,0
Amazon Rainforest,34.720883838464985,29.858410605263888,24.29486259687929,17.610792380185188,40.165027287541555,Near,Sandy,0
North Asia,53.099771675113935,38.94359169774213,33.45078828330199,7.165894712186642,75.72689445838179,Far,Clayey,1
Southern California,29.33584274489015,21.72201474730132,38.097512068033254,15.32419074109454,63.59823933738021,Far,Clayey,1
Europe,34.74128148898245,20.975181581615097,33.980527375039735,13.196042634075761,49.37052599715393,Near,Sandy,1
Southeast Asia,40.71146495141793,28.29252858790715,51.2295717686298,18.356972330069233,40.71365789380992,Near,Loamy,1
North Asia,29.566559042338856,23.719212089154563,32.34631572134163,10.983978809254513,41.08799061524321,Far,Clayey,0
Russia,54.299256224601564,18.792155811719947,46.20988134938874,8.431980430537282,68.97680996925976,Far,Sandy,1
North Asia,45.47675241640286,30.025473944248603,47.626301078181854,17.133196563388964,75.89755619159683,Far,Loamy,1
Mediterranean,42.48678982821755,22.330455551601684,24.32586257857086,8.369024375850893,54.50843672640264,Far,Loamy,1
South America,51.47142077585745,23.3827630079848,43.473414134141336,13.949543711191538,68.0877198309931,Near,Clayey,0
Central Africa,50.04928090655973,31.70459334829654,25.764043928375425,13.41343409170055,72.17354390501092,Far,Clayey,1
Australia,35.037738216722936,28.713772860563736,45.909180220731514,15.32451191070978,53.39824793483897,Near,Sandy,1
South America,36.8576319632628,28.56392901042966,31.54564291196352,11.06436779604725,45.7409297563277,Near,Loamy,1
Middle East,37.28695579208303,32.76420008963524,57.7144864034009,7.805292085635029,60.27889994782058,Far,Sandy,0
Africa,49.95515149921674,31.820267830020743,16.3145015388762,8.665687163360605,74.7177529478468,Near,Sandy,0
Central America,51.68782336028966,35.31493138586566,37.454512485909916,9.810949026980953,53.247016136054654,Near,Sandy,1
Russia,48.98251661208404,22.551383551594895,23.360482216224124,10.757844441988624,61.94097699161431,Near,Loamy,0
Middle East,47.859100037164396,23.853848543813502,15.734860540141144,10.360409767451582,62.29964440383132,Far,Clayey,0
Central Africa,35.08862807248781,35.25237488522163,45.41308041670723,13.471467943913058,44.115685820093,Near,Sandy,0
Central Africa,37.3716940373414,27.749915187839548,24.33518278864698,18.478312661574357,42.67034428469706,Near,Loamy,0
Central America,39.386338702797595,27.642681070954197,52.98799184941151,5.326505359579498,70.76685770994266,Far,Clayey,1
Canada,42.10846140727485,39.27468057552909,51.58325274393417,13.21734959294748,51.45592674075588,Far,Loamy,0
Amazon Rainforest,31.499606883849115,27.52741575031479,33.22050776952062,9.088341315820893,42.72874755017722,Near,Loamy,1
Northeastern United States,46.25394837937269,18.871210898912015,25.842825424322907,11.242471793252106,78.5984370248823,Far,Clayey,1
Europe,48.97926848586765,22.3259804794257,44.22280166090047,10.122797707571543,57.48750060884859,Far,Sandy,1
Mediterranean,43.094658678604716,34.45932079360182,55.41261542503492,9.698184011631769,75.86678998645493,Far,Clayey,0
Southeast Asia,34.23638491505818,24.342479790601836,24.842293119925305,19.99647957859858,58.606357619471574,Far,Sandy,1
Middle East,41.95763142941123,28.214342990400205,25.818404750519093,19.824771690126433,77.05759840877624,Far,Loamy,1
Northeastern United States,47.067454475439305,35.07129223619316,17.21219206023403,8.571464863761204,50.46826241040995,Near,Sandy,1
Mediterranean,48.28279630805267,36.98976371962779,38.08808200451964,19.312164844061115,58.85643179274231,Far,Sandy,0
India,44.428318630926185,22.902379768486252,50.14982199769133,19.711845669262907,63.01776595576367,Near,Clayey,0
Southwest United States,31.06935550433792,21.7540381159481,51.977955797533255,17.048778610344677,44.99952470366559,Far,Loamy,0
South America,40.0361659800328,37.29864287084604,46.3910943343801,7.196273324074403,68.05328987928876,Near,Loamy,0
South America,32.555954568908604,23.549041022246513,29.067394495714062,13.717466468289349,48.15711433476586,Far,Clayey,0
Australia,44.10762296530568,18.211189534446074,25.550837848181843,11.762524193404545,56.305908314089976,Far,Sandy,0
Amazon Rainforest,29.532051908494186,30.30279533994738,18.137296691757328,17.902186443230804,78.60900408361931,Near,Loamy,1
Central Africa,46.144696491110224,32.287710514558995,41.64144201183149,14.30300764375213,76.24687548322608,Near,Loamy,0
South America,53.60376745968209,32.233730100191664,19.75648070170399,11.774866286307727,62.60589337763378,Near,Clayey,1
North Asia,37.886144845226646,23.661283294732137,48.46587360589773,9.04394437120208,48.09130344536655,Near,Sandy,0
Middle East,49.79631974027366,38.33502825372716,56.67077803942388,8.427977598574412,67.97736459807484,Near,Loamy,0
Southwest United States,41.730861835278986,18.247018391201472,15.658178828256831,17.453014553616022,47.979124860650856,Far,Clayey,0
Southwest United States,29.785402030420418,22.459294946424585,46.70582551829752,9.258233010351269,51.12836400973815,Near,Sandy,1
Southwest United States,40.02392721487867,27.24961179954693,42.15960501211464,18.227638847243327,67.0174788109938,Far,Sandy,1
Southern California,39.054387732170305,33.670039264117634,46.87572254086092,5.440680579637743,70.71348291480042,Far,Clayey,0
Canada,29.159097464723473,34.746216482080754,28.39155327912259,5.230172846134405,58.376038471316804,Near,Sandy,0
Southeast United States,46.52922627208823,30.86806671895296,54.850506732337855,19.257925258023313,69.99123333990353,Far,Clayey,0
Southeast Asia,42.151579207151585,20.62129766858446,51.666359690708525,7.3500937533520245,57.11915398077373,Far,Loamy,0
Northeastern United States,42.31105102832495,28.953675621839942,22.64964443058153,6.589367729267394,45.61589376609943,Near,Clayey,1
Russia,47.42264547778534,24.959059999751275,52.56401772904793,17.041817410913737,62.78722021212307,Far,Loamy,1
Middle East,36.12833323650832,20.985261427543712,21.87964153798754,10.34632033472367,47.2009657247212,Near,Clayey,1
Central America,29.663127798087046,20.68642077666331,37.778746693090106,6.490473742019048,55.65057097998251,Near,Loamy,0
Southeast Africa,48.308316922087656,39.963855494180834,28.77281328756643,5.447331562409069,66.93645375460218,Far,Loamy,1
South America,45.08238248022992,38.44342342187218,20.176987682710134,5.111576051571271,70.87642028645332,Near,Clayey,1
North Asia,54.43054400693901,22.011890103149803,37.32766875863568,17.530239574759612,56.41088979591421,Far,Sandy,0
Africa,29.26706803397463,27.582977902247396,41.55408729109018,5.064703494678169,42.44748115150111,Far,Clayey,0
Southeast United States,47.06274878665023,23.85516589315163,56.5461608200806,16.64652905414348,60.76045033757804,Far,Sandy,0
Canada,41.968123931438996,32.696115050663856,18.72556063534647,16.613488464435882,40.08145761215915,Far,Loamy,1
Amazon Rainforest,40.399843757931606,34.93593123037925,27.665296539760625,9.35643273355446,64.86464421565528,Near,Sandy,0
Russia,53.013008271372456,37.66895118190759,25.62534453752196,17.120075246656995,61.42714415540013,Far,Sandy,0
Pacific Northwest,28.464551005337576,18.206000246204553,22.51985963696334,13.027999868822418,54.62320959953264,Near,Clayey,0
Central America,51.33081544565033,22.583535417662013,55.7862272885781,6.182268091642034,43.27901017988054,Near,Loamy,1
Southeast Asia,50.28567176327718,29.257522932722196,34.41573654752998,19.602597978468786,61.571840980521046,Near,Clayey,1
Central America,43.463884437051554,29.26301049652318,49.873916938860226,12.897074329771234,48.90183168171731,Far,Sandy,0
Europe,53.98974723083883,26.137223126730195,28.783951141827828,6.600682358101389,65.93041814301671,Near,Sandy,0
Northeastern United States,30.266336612544556,31.921869297285628,38.1054209715691,11.167127859060926,72.0352178303352,Near,Clayey,1
Southeast Asia,44.18011834820072,27.61402404053476,29.410548414141275,8.611322616160045,73.75872779777552,Far,Clayey,1
Central America,52.26385735874541,33.983089850000354,45.2771932846707,5.015572436520902,49.25275689233854,Far,Sandy,0
Northeastern United States,52.24865916961457,19.689867278874882,57.396022656388155,12.89431878627092,76.88441521276212,Far,Sandy,1
South America,36.080392249425046,39.12584233524787,29.269598921803315,19.989332096578085,49.00050883329058,Near,Clayey,0
Southern California,30.20718073846805,22.628123102341103,59.46892120184206,15.695503792718783,43.3473063128469,Far,Sandy,1
Russia,50.91209614728173,28.222789949510865,34.99539970065688,12.110483408069735,45.89589688485336,Near,Sandy,1
Southern California,41.54172788244427,19.38388943626376,43.34857287564536,14.273711062548774,65.2508401031438,Near,Loamy,1
India,30.450874334015786,26.900938088019608,36.78344920139624,9.262942356596412,54.15548835932678,Far,Clayey,0
India,42.333709817956276,23.856116107312854,42.67586537991676,19.69876670257275,66.7387366241753,Far,Loamy,1
Middle East,28.410506582269402,18.407577911775988,24.248520842363348,14.047644855900025,71.95993824030452,Far,Loamy,0
Canada,31.2047519552199,23.584135839602354,56.350705559660575,15.404220458067897,67.54816289843741,Far,Sandy,0
Africa,42.09791541710723,28.32032209893591,35.69794499994521,7.741325931599411,69.45366788313913,Far,Clayey,1
Pacific Northwest,50.66242392719575,38.63035508738393,36.981548182604996,17.38622256552947,69.84041842898169,Far,Clayey,0
India,36.19166579363514,34.88854604962407,40.869867805910104,7.783195475591489,68.13281701224862,Near,Sandy,0
Pacific Northwest,46.84591805445116,28.611314147548185,46.20889066411345,10.688659510375953,43.317312448902044,Near,Loamy,0
India,35.1284523793507,38.3771835906161,44.49322484720709,9.469436530635896,64.12703213380394,Far,Sandy,0
Canada,30.306006948959645,36.688550630937264,34.911950614876936,12.594348179969172,50.17571594971547,Near,Loamy,0
Central Africa,47.833921182710114,36.89251217173404,51.44010395568221,9.086765974645562,50.2650646082227,Far,Loamy,0
Amazon Rainforest,39.44567649455347,35.1162344630382,31.368440867445585,8.69713259828284,70.8484673087057,Far,Loamy,0
Canada,43.99725949289626,26.818632615580892,43.33812055497974,10.662134053168815,55.3298299382501,Near,Clayey,1
South America,40.78557154640383,28.06513145695373,45.461891603120165,12.049191312737952,57.933014821145164,Far,Clayey,1
India,52.2188907620375,33.66140589550086,56.69401648294821,15.209734285747546,60.94827226009799,Far,Sandy,0
Central America,39.79958210203996,32.400805298637245,54.919356507946084,13.824090085162041,78.90186316917321,Far,Loamy,0
Canada,50.390394428094254,35.05057268819009,35.58269584625975,15.696454957863946,50.81266743877889,Near,Clayey,1
Amazon Rainforest,36.18955990594891,28.7426998327861,18.012079166937667,5.2564884666930425,63.76714298451266,Near,Loamy,0
Southeast Africa,32.08411651633507,18.46425686975952,19.118701591203546,6.448560586345441,41.642132833624515,Near,Loamy,0
Russia,33.59845276824324,20.095782166798653,34.613040427885295,7.406794391402099,73.20973679161034,Far,Loamy,1
Northeastern United States,29.32705442933567,25.062787950892005,26.71165289221307,15.311101674850123,55.80410983069514,Near,Clayey,1
Amazon Rainforest,49.99690136316666,37.78809870533166,23.18977152087116,13.772023789320336,50.1453102327626,Near,Clayey,1
Central America,32.52011935042667,19.578480248204492,43.67081674809261,17.058245844985237,64.4712616696162,Near,Clayey,0
Mediterranean,53.97443568332038,36.26350914595754,26.829765267122028,14.396667086157251,75.95782808959915,Near,Sandy,0
Southwest United States,36.45917090395007,31.486400329457787,53.05021905694472,13.056897623934493,61.26779836226393,Near,Sandy,0
Southern California,53.644205717922354,24.750130164707624,52.805814595861044,19.8172892448764,75.45010600361482,Far,Sandy,1
Central America,38.58137327405057,29.853468950062123,18.40261571159183,5.455937465940394,78.35783112752986,Far,Loamy,0
Southeast Asia,38.811297770728,39.09916481181125,22.12400667382023,19.194004186870835,41.57837115121151,Far,Sandy,1
Southeast Africa,40.07483280678943,36.34679865044209,23.71555202218135,15.01551127272306,43.35602961753211,Near,Loamy,0
Pacific Northwest,31.039873102114697,24.366472527349536,21.119469718381367,17.32280101583544,44.24682431831601,Near,Clayey,1
Southeast Africa,29.98431186221726,38.04751508164142,35.87722597686346,11.769713308488896,79.72252301439673,Far,Sandy,0
Mediterranean,29.393177534733947,39.51412228226268,24.844848015450438,16.28218078757454,68.54232473603325,Near,Clayey,0
Amazon Rainforest,28.598740172656573,33.18529158724077,20.178719140838467,16.515313736637907,70.56806677260681,Near,Loamy,0
Australia,32.87651939361261,23.77757400309123,53.36277049141358,16.507825489905642,46.03509733650112,Far,Clayey,1
Southwest United States,30.519036873301545,23.973619374202837,18.235226525790992,7.921477450127895,44.83035150410997,Near,Sandy,1
Amazon Rainforest,51.61131922646183,30.001606044974857,41.481718278999324,7.765933547667224,44.120988589338225,Near,Clayey,0
Central Africa,44.19470587418962,36.599776000045836,51.15415987922211,12.411580225206293,76.20748328306172,Near,Clayey,0
Europe,42.44159309529492,30.377797650194648,39.05507988609982,15.411409761949303,58.25926919345166,Far,Clayey,0
India,52.41023745097765,34.10525050189559,56.60864356763173,19.386918860718694,50.84773105163201,Near,Clayey,0
Southeast Asia,33.91880576271977,38.43835514210073,48.0366328120852,12.464948729298069,79.23836568472825,Far,Sandy,1
Mediterranean,43.55458609401262,31.363292430146096,36.99042643270961,7.177597659838616,67.11747527440662,Near,Loamy,0
India,40.575555551181196,39.53035038675232,30.74834416769051,9.83309195648565,58.57813731418944,Far,Loamy,0
Southern California,28.51672736254882,35.75064464819813,21.277408346554182,16.384261542128584,44.66580859453903,Near,Sandy,1
India,42.088903602476,28.696307212950646,48.408250140549754,8.87319163862322,60.56903328218281,Far,Clayey,1
Southern California,54.03133179755492,34.54619271836336,54.91973656191122,10.011567556722138,65.52561015238214,Far,Clayey,0
Mediterranean,31.944436059004836,28.84694793436745,16.31726616201321,14.346065439310603,62.77688058066638,Far,Sandy,1
Canada,42.725761745126015,30.430885296670958,54.8542605108163,17.60714906784699,63.42991820409857,Near,Loamy,0
Southwest United States,53.63411477122651,35.46689152982541,36.662180441841556,10.52991525855327,41.9118869027733,Near,Sandy,1
Southeast Africa,33.7763104186932,37.24848450417835,38.845601386138725,11.96641157962354,52.887466707940845,Near,Clayey,0
Canada,30.717185676789015,34.36083472390416,35.720149879833784,18.213030325039647,56.61417848659405,Near,Sandy,1
Africa,50.34127613432554,31.174612068301634,24.832793983746008,5.769697280165059,71.25442972570973,Far,Loamy,1
Canada,44.27513968715167,29.181905996360804,54.384971775289145,12.772202627610081,47.91901126001445,Near,Clayey,1
India,34.86232724531634,23.41932153095684,30.592162471880567,14.108401424774177,60.95970897156157,Far,Clayey,1
Canada,46.7768575351306,34.97105828886018,56.3877030911637,9.396890201247139,64.07657143726237,Near,Sandy,0
Southeast United States,37.647619591623666,20.963506463129537,39.23040741404968,19.399905924420715,40.974494173949765,Far,Clayey,1
North Asia,32.0668835491096,24.04207514610715,22.856578759207192,10.061659460459627,61.14737449434087,Far,Loamy,1
Southwest United States,31.49497550342138,20.12894748487472,33.38974811834339,19.529233535588688,45.63536316037965,Near,Loamy,0
Africa,53.11114310284675,24.80522851969258,36.767679815358576,17.404032140471298,64.58021134619854,Far,Clayey,1
Africa,53.016964853124456,30.756811498725256,42.834638477132884,18.9947804997078,53.10287614985221,Near,Sandy,1
Australia,43.71014097098531,22.86868020414208,57.856856910460614,17.763132773388847,53.198505680935014,Far,Sandy,1
Southeast United States,33.663619701704505,19.569043786450916,47.434660043094205,5.584343275534558,48.51101619612771,Near,Sandy,0
Australia,42.60985036832151,31.63467722807496,46.73145002380388,13.250576147464287,76.93026937071747,Far,Sandy,1
Central America,45.21250448801989,33.751152937612005,53.738877056667555,9.22515282151593,78.19884180081392,Far,Clayey,0
Mediterranean,34.0200949996013,30.82054158555261,35.33296696183828,19.164190674154856,77.17177492253315,Near,Sandy,0
Southwest United States,39.62937483913896,26.633384148736827,35.68699054319403,14.427167053246835,40.65811450814687,Far,Sandy,1
North Asia,30.627939355740764,27.114059567640073,57.78011064020286,13.34468680290867,63.265505312175364,Near,Clayey,1
Australia,34.175360110818794,31.395081681986504,20.94994210310263,6.435757862399538,73.09071362805864,Near,Loamy,0
Amazon Rainforest,28.377725641003703,33.20240396699749,51.59788787895771,11.348672379140716,77.39459206007857,Near,Sandy,0
North Asia,33.55075953439513,26.458917766638933,39.889519754351944,7.7972998011639145,47.443307543115736,Near,Loamy,1
Central America,29.834609120988727,23.85615516097804,54.03469378776701,9.69705690867109,64.46236264299066,Far,Sandy,1
Canada,35.7269125363087,18.01521694572717,31.81548190891167,14.480390544895926,66.88640837294751,Far,Loamy,1
Europe,46.00540369098935,28.118255738025617,47.12513445173382,19.099703072093522,77.25964069095026,Far,Sandy,0
Amazon Rainforest,44.60613274450694,30.492085456175076,48.4124728711263,19.514420716498286,66.06549820412727,Far,Loamy,0
Russia,39.90441367642001,25.825113844222912,37.03240380888009,14.613718700913955,70.03122584388905,Far,Clayey,0
Northeastern United States,44.39498557467548,37.39767310154268,18.2489933476377,7.844841639865734,70.28767891989965,Far,Loamy,1
Amazon Rainforest,41.47090896935113,36.88226799105197,47.171534637995634,17.52843592321166,73.10338605969544,Near,Loamy,0
Southern California,41.450626822260865,35.82220034577973,38.52440431727244,16.921363171626727,55.80808010868374,Far,Sandy,1
Pacific Northwest,47.03006397316914,38.712628493811565,27.05587206352615,16.610174038118316,70.3389685007512,Near,Loamy,0
Middle East,52.10772329868421,31.983995972669113,31.67541046246043,11.103780243754073,63.19107224502368,Near,Clayey,1
Mediterranean,54.88810213700379,34.620189930707106,19.871487755820024,7.734524035742388,75.61516217237177,Near,Loamy,1
Southwest United States,48.87206313564947,29.532227294765534,21.397845018218696,18.119039616816682,56.17445457990171,Near,Sandy,0
Amazon Rainforest,42.27116855016351,25.84123561669987,27.34391227886922,19.432509043350386,43.91588424730957,Near,Loamy,1
Africa,54.386404471142654,31.25425336305694,48.77393824599218,12.266806344884014,45.25959815193056,Far,Sandy,0
Mediterranean,52.27700872297959,39.74308962739863,55.923156603918585,16.52145038933843,60.525250091171245,Near,Clayey,1
Canada,36.27931396864438,25.219556772345886,49.28940119429789,17.040574916578635,46.53777874697268,Near,Sandy,0
Southeast Africa,31.80500881840677,18.324126223780787,24.360665767987022,15.624416843259771,43.03960014178515,Near,Sandy,0
Central Africa,36.797230592616344,32.15757347953562,29.288324076615346,8.520206286909803,63.469671624302,Far,Sandy,0
Central America,45.43230261115446,28.5723508312726,57.04490410784471,18.287050584675285,41.04674424812206,Near,Loamy,0
Southeast Asia,42.872119031522615,35.500692403000144,55.74021400003847,9.35806040929472,53.37491749172597,Near,Clayey,1
